sentence1	sentence2	gold_label
Four children and a woman in red pants sit on a rickety wooden porch.	A woman and her four children sitting on the porch awaiting there father's return.	neutral
Two men with long hair are playing guitars on stage.	Two men battle through guitar solos.	neutral
The graffiti on the wall is bland and tasteless.	There is graffiti on the wall.	neutral
A man in glasses is eating food.	The man is eating a delicious dinner at a restaurant.	neutral
A couple of army men playing baseball.	Two marines are playing baseball outside.	neutral
A person wearing a helmet begins to fall from a silver scooter.	A person wearing a helmet begins to fall from a silver scooter while riding in the street	neutral
A young Buddhist monk is smiling.	a goung monk is smiling at a plant	neutral
The little girl is sitting on an old bench and making a face	A little girl makes a fence after protesting to leave a bench.	neutral
Happy children rocking out and smiling.	Kids are happy.	neutral
A Mexican man rides on a cart pulled by a donkey.	A man is wearing a sombrero and riding in a donkey-pulled cart through a field.	neutral
A full modern ensemble concert entertains an audience, with about ten members on stage and the audience shown applauding, and a woman in the audience has a blue-green scarf covering her head.	The ensemble is playing music.	neutral
People eat at tables in a large atrium.	Men eat at tables in a large atrium.	neutral
A motorcycle rider is in midair in front of a crowd.	He is performing a cool trick.	neutral
A man windsurfs in a wetsuit.	A man is windsurfing on the lake.	neutral
Two men in orange vests work in road construction.	Two men prepare to lay down warning cones.	neutral
They blow their trumpets.	The trumpeters are in the marching band.	neutral
A small dog trying to catch a red ball outside	A dalmation is playing with a ball.	neutral
Woman playing tennis and hitting the ball.	A woman is chasing after a ball that got knocked out of bounds	neutral
A young child carries a large bag over his head.	The kid is using the bag as a mask because he is ashamed.	neutral
A man wearing a gray coat, black hat and gloves drives a red and white carriage being drawn by two white horses.	The prince, wearing a gray coat, a black  hat, and gloves is driving a carriage to pick up his wife.	neutral
A man wearing black swimming shorts and goggles comes out of the swimming pool while others look on.	A man is hungry after swimming for many hours.	neutral
A man is putting sand on the ground near a large statute of a lady sitting down in a red dress holding a bottle.	A man is performing a religious ceremony near a large statue of a lady wearing a dress.	neutral
Three ladies chat wearing silver leggings and matching wigs.	Three women are talking about their matching wigs and silver leggings.	neutral
a group of policeman in front of a glass building	A group of policemen are in front of the police station.	neutral
Two men moving mobile seed and fruit stands through a busy street.	Men are trying to sell their product.	neutral
An older man with a beard uses a hay broom to sweep the ground in front of cubed cardboard trash in a parking lot.	The older man is cleaning before his friends arrive.	neutral
A group of people on laptops.	The group is working on a project	neutral
A blond boy in a dark hoodie is holding a fishing rod.	The boy holds the fishing rod waiting for a bite.	neutral
Three people wearing black ride Segways through a market district.	Three people having fun riding Segways.	neutral
Two dogs play by a tree.	The dogs are playing on the grass.	neutral
A young boy with blond-hair and blue eyes stands amidst a truck bed of watermelons while family members stand in the background.	The young boy is from a family of farmers.	neutral
A person reads to a group of boys.	Someone is reading a Dr. Seuss book.	neutral
A child in a yellow jacket is looking through a microscope.	The child is completing a lab for science class.	neutral
A woman with sunglasses on her head is carrying a blond toddler.	A woman is carrying her young girl.	neutral
A girl wearing a jacket and scarf is playing on the beach.	A young girl is entertaining herself	neutral
A skateboarder flies thorugh the air while others watch.	They are at a skate park.	neutral
A woman in a blue shirt looks out the window of a train across from a woman in a red skirt.	Someone is riding a subway train.	neutral
A man is sitting next to a woman with his legs on her thighs and two bicycle helmets behind him.	The man likes the woman's thighs very much.	neutral
A blond woman wearing a gray jacket converses with an older man in a green shirt and glasses while sitting on a restaurant patio.	A blond woman wearing a gray jacket meets with her father for lunch on the patio of a casual restaurant.	neutral
A nurse in a blue shirt and a purple shirt talking.	There are two male nurses talking.	neutral
Some people are sitting in a watery pool beside the river.	People enjoying nature.	neutral
